BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0,Unit Offset,0


8060,-1.61533808456191E-05,8060,-0.99818584712400515,8060,0.00056148728179931636,8060,87.050730811500557,8060,0,8060,87.05,8060,0.00056,8060,-0.00173,8060,-4.4064,8060,27.5808,8060,0,8060,0,8060,0.0069522857666015625,8060,87.066564559936523,8060,-4.1718000949162573,8060,2044.027359395624,8060,90,8060,2.948,8060,15,8060,14,8060,41,8060,895
8070,1.9225474582066215E-05,8070,-0.99816666288037581,8070,0.00056182923507690425,8070,87.04073175172806,8070,0,8070,87.04,8070,0.00056,8070,-0.00173,8070,-4.8144,8070,27.499200000000002,8070,0,8070,0,8070,0.007038116455078125,8070,87.056350708007812,8070,-4.1718196555229188,8070,2044.0319105268802,8070,90,8070,2.958,8070,15,8070,14,8070,41,8070,905
8080,1.206207462467466E-06,8080,-0.99765841132371713,8080,0.00056165825843811036,8080,87.03074055876732,8080,0,8080,87.03,8080,0.00056,8080,-0.00173,8080,-4.4064,8080,27.4176,8080,0,8080,0,8080,0.006866455078125,8080,87.046308517456055,8080,-4.1718302492291128,8080,2044.0338480387857,8080,90,8080,2.968,8080,15,8080,14,8080,41,8080,915
8090,8.5227381449808879E-07,8090,-0.99779822833399168,8090,0.00056165825843811036,8090,87.020747826647764,8090,0,8090,87.02,8090,0.00056,8090,-0.00174,8090,-4.6512,8090,27.662399999999998,8090,0,8090,0,8090,0.0067806243896484375,8090,87.0362663269043,8090,-4.171831528953577,8090,2044.0338036132559,8090,90,8090,2.978,8090,15,8090,14,8090,41,8090,925
8100,-1.6555430455175871E-05,8100,-0.99792712052502885,8100,0.00056148728179931636,8100,87.010751845192914,8100,0,8100,87.01,8100,0.00056,8100,-0.00175,8100,-4.6512,8100,27.662399999999998,8100,0,8100,0,8100,0.007038116455078125,8100,87.026052474975586,8100,-4.1718241829067031,8100,2044.0329348003988,8100,90,8100,2.988,8100,15,8100,14,8100,41,8100,935
8110,1.452360509025485E-05,8110,-0.99725443871619024,8110,0.00056182923507690425,8110,87.000770742273332,8110,0,8110,87,8110,0.00056,8110,-0.00177,8110,-4.7328,8110,27.1728,8110,0,8110,0,8110,0.007038116455078125,8110,87.016181945800781,8110,-4.1718097135839516,8110,2044.0324850906468,8110,90,8110,2.998,8110,15,8110,14,8110,41,8110,945
8120,2.9322837575587996E-06,8120,-0.99882368509951214,8120,0.00056165825843811036,8120,86.99076005330086,8120,0,8120,86.99,8120,0.00056,8120,-0.00176,8120,-4.7328,8120,27.254399999999997,8120,0,8120,0,8120,0.0067806243896484375,8120,87.0058822631836,8120,-4.1717895905567008,8120,2044.0339988576307,8120,90,8120,3.008,8120,15,8120,14,8120,41,8120,955
8130,8.9003271346606617E-06,8130,-0.99923893799454566,8130,0.00056165825843811036,8130,86.9807538107872,8130,0,8130,86.98,8130,0.00056,8130,-0.00176,8130,-5.2223999999999995,8130,27.4176,8130,0,8130,0,8130,0.006866455078125,8130,86.995668411254883,8130,-4.1717634555812051,8130,2044.0388821360496,8130,90,8130,3.018,8130,15,8130,14,8130,41,8130,965
8140,-2.7393231130422103E-05,8140,-1.000115295335904,8140,0.00056131630516052247,8140,86.970735083985332,8140,0,8140,86.97,8140,0.00056,8140,-0.00174,8140,-4.6512,8140,27.1728,8140,0,8140,0,8140,0.006866455078125,8140,86.985797882080078,8140,-4.1717277625014759,8140,2044.0475784376088,8140,90,8140,3.028,8140,15,8140,14,8140,41,8140,975
8150,-1.0631787375980558E-05,8150,-1.0009323979789482,8150,0.00056148728179931636,8150,86.960707806301116,8150,0,8150,86.96,8150,0.00056,8150,-0.00171,8150,-4.488,8150,27.662399999999998,8150,0,8150,0,8150,0.007038116455078125,8150,86.975584030151367,8150,-4.1716827143177007,8150,2044.0594470595015,8150,90,8150,3.038,8150,15,8150,14,8150,41,8150,985
8160,7.3585651451164834E-06,8160,-0.99930463222690114,8160,0.00056165825843811036,8160,86.950712508916865,8160,0,8160,86.95,8160,0.00056,8160,-0.00172,8160,-4.896,8160,27.744,8160,0,8160,0,8160,0.0067806243896484375,8160,86.965370178222656,8160,-4.1716297351865945,8160,2044.0725194426716,8160,90,8160,3.048,8160,15,8160,14,8160,41,8160,995
8170,-1.0858210253810195E-05,8170,-0.999476814898711,8170,0.00056148728179931636,8170,86.940704898262027,8170,0,8170,86.94,8170,0.00056,8170,-0.00171,8170,-4.896,8170,27.4176,8170,0,8170,0,8170,0.006866455078125,8170,86.955156326293945,8170,-4.1715706238502488,8170,2044.0844272957811,8170,90,8170,3.058,8170,15,8170,14,8170,42,8170,5
8180,2.2977182145105724E-05,8180,-0.99830343054996,8180,0.00056182923507690425,8180,86.930717638707165,8180,0,8180,86.93,8180,0.00056,8180,-0.00172,8180,-4.8144,8180,27.0912,8180,0,8180,0,8180,0.0067806243896484375,8180,86.94554328918457,8180,-4.1715069682344028,8180,2044.0933722967029,8180,90,8180,3.068,8180,15,8180,14,8180,42,8180,15
8190,-1.0374538909746804E-05,8190,-0.99889111895476024,8190,0.00056148728179931636,8190,86.920713790440558,8190,0,8190,86.92,8190,0.00056,8190,-0.00171,8190,-4.3248,8190,26.928,8190,0,8190,0,8190,0.006866455078125,8190,86.935329437255859,8190,-4.1714396307607942,8190,2044.0982647378542,8190,90,8190,3.078,8190,15,8190,14,8190,42,8190,25
8200,-1.3779333815407613E-05,8200,-0.99865780206652432,8200,0.00056148728179931636,8200,86.9107137045622,8200,0,8200,86.91,8200,0.00056,8200,-0.00171,8200,-4.3248,8200,27.0096,8200,0,8200,0,8200,0.0067806243896484375,8200,86.925458908081055,8200,-4.1713703777580147,8200,2044.0987973448614,8200,90,8200,3.088,8200,15,8200,14,8200,42,8200,35
8210,4.5293447685303931E-06,8210,-0.99875862313826547,8210,0.00056165825843811036,8210,86.90070900120736,8210,0,8210,86.9,8210,0.00056,8210,-0.0017,8210,-5.2223999999999995,8210,27.1728,8210,0,8210,0,8210,0.0069522857666015625,8210,86.915502548217773,8210,-4.17130310917871,8210,2044.0947245739333,8210,90,8210,3.098,8210,15,8210,14,8210,42,8210,45
8220,-1.0229171876184317E-05,8220,-0.99835340914762072,8220,0.00056148728179931636,8220,86.8907137038231,8220,0,8220,86.89,8220,0.00056,8220,-0.00171,8220,-4.8144,8220,27.662399999999998,8220,0,8220,0,8220,0.0069522857666015625,8220,86.905460357666016,8220,-4.17124007073217,8220,2044.0859064011388,8220,90,8220,3.108,8220,15,8220,14,8220,42,8220,55
8230,-1.2385981405616134E-05,8230,-0.99690831207183472,8230,0.00056148728179931636,8230,86.8807358502388,8230,0,8230,86.88,8230,0.00056,8230,-0.00173,8230,-4.8144,8230,27.662399999999998,8230,0,8230,0,8230,0.0069522857666015625,8230,86.8952465057373,8230,-4.1711818410630519,8230,2044.0725741243371,8230,90,8230,3.118,8230,15,8230,14,8230,42,8230,65
8240,7.5969637142391781E-06,8240,-0.998285906244656,8240,0.00056165825843811036,8240,86.870732857060432,8240,0,8240,86.87,8240,0.00056,8240,-0.00173,8240,-4.08,8240,27.1728,8240,0,8240,0,8240,0.0067806243896484375,8240,86.885290145874023,8240,-4.1711309094850746,8240,2044.0557484786186,8240,90,8240,3.128,8240,15,8240,14,8240,42,8240,75
8250,4.3913261753652012E-06,8250,-0.99831265512414569,8250,0.00056165825843811036,8250,86.860730889987948,8250,0,8250,86.86,8250,0.00056,8250,-0.00172,8250,-4.6512,8250,27.5808,8250,0,8250,0,8250,0.007038116455078125,8250,86.875162124633789,8250,-4.1710867185884091,8250,2044.0372513002478,8250,90,8250,3.138,8250,15,8250,14,8250,42,8250,85
8260,-2.9430619557519323E-05,8260,-0.99792007702017738,8260,0.00056131630516052247,8260,86.8507374737978,8260,0,8260,86.85,8260,0.00056,8260,-0.00173,8260,-4.896,8260,27.499200000000002,8260,0,8260,0,8260,0.006866455078125,8260,86.865034103393555,8260,-4.1710512276351457,8260,2044.0183302820676,8260,90,8260,3.148,8260,15,8260,14,8260,42,8260,95
8270,4.3351877393540794E-06,8270,-0.99820675253301128,8270,0.00056165825843811036,8270,86.840737729954725,8270,0,8270,86.84,8270,0.00056,8270,-0.00173,8270,-4.4064,8270,27.499200000000002,8270,0,8270,0,8270,0.0069522857666015625,8270,86.85516357421875,8270,-4.1710259067790032,8270,2044.0000975161415,8270,90,8270,3.158,8270,15,8270,14,8270,42,8270,105
8280,4.5954941570483962E-06,8280,-0.99753466306813166,8280,0.00056165825843811036,8280,86.830751667523387,8280,0,8280,86.83,8280,0.00056,8280,-0.00175,8280,-4.6512,8280,27.825599999999998,8280,0,8280,0,8280,0.007038116455078125,8280,86.844778060913086,8280,-4.1710092865994781,8280,2043.9837015562637,8280,90,8280,3.168,8280,15,8280,14,8280,42,8280,115
8290,2.1397310732136892E-05,8290,-0.99811743454776358,8290,0.00056182923507690425,8290,86.820755686068537,8290,0,8290,86.82,8290,0.00056,8290,-0.00176,8290,-4.6512,8290,27.254399999999997,8290,0,8290,0,8290,0.0069522857666015625,8290,86.8344783782959,8290,-4.1709992919764236,8290,2043.9703958236732,8290,90,8290,3.178,8290,15,8290,14,8290,42,8290,125
8300,-1.2557099155733302E-05,8300,-0.99904150375740586,8300,0.00056148728179931636,8300,86.810746023201943,8300,0,8300,86.81,8300,0.00056,8300,-0.00175,8300,-4.8144,8300,26.928,8300,0,8300,0,8300,0.0071239471435546875,8300,86.824436187744141,8300,-4.1709954619021419,8300,2043.9616522654012,8300,90,8300,3.188,8300,15,8300,14,8300,42,8300,135
8310,-4.7803185954843059E-06,8310,-1.000327598236092,8310,0.00056148728179931636,8310,86.80072678334713,8310,0,8310,86.8,8310,0.00056,8310,-0.00173,8310,-4.896,8310,26.928,8310,0,8310,0,8310,0.0069522857666015625,8310,86.814479827880859,8310,-4.1709963009883833,8310,2043.9582505389303,8310,90,8310,3.198,8310,15,8310,14,8310,42,8310,145
8320,8.195714229083603E-06,8320,-1.0014118966304315,8320,0.00056165825843811036,8320,86.790691467833526,8320,0,8320,86.79,8320,0.00056,8320,-0.0017,8320,-4.9776,8320,27.0912,8320,0,8320,0,8320,0.0067806243896484375,8320,86.804695129394531,8320,-4.1709978966309036,8320,2043.9598965374337,8320,90,8320,3.208,8320,15,8320,14,8320,42,8320,155
8330,-5.9789223462718408E-06,8330,-1.0009346463630455,8330,0.00056148728179931636,8330,86.780671714925774,8330,0,8330,86.78,8330,0.00056,8330,-0.00168,8330,-4.488,8330,27.0096,8330,0,8330,0,8330,0.006866455078125,8330,86.7945671081543,8330,-4.1709985592872005,8330,2043.9644230100355,8330,90,8330,3.218,8330,15,8330,14,8330,42,8330,165
8340,-1.1917162370784783E-05,8340,-0.99937150147015263,8340,0.00056148728179931636,8340,86.7706745363474,8340,0,8340,86.77,8340,0.00056,8340,-0.00168,8340,-4.4064,8340,27.744,8340,0,8340,0,8340,0.007038116455078125,8340,86.784610748291016,8340,-4.170997098341,8340,2043.9684368617834,8340,90,8340,3.228,8340,15,8340,14,8340,42,8340,175
8350,-1.1796133608824403E-05,8350,-0.9982271433749319,8350,0.00056148728179931636,8350,86.760686421704293,8350,0,8350,86.76,8350,0.00056,8350,-0.00169,8350,-3.9168,8350,27.499200000000002,8350,0,8350,0,8350,0.007038116455078125,8350,86.774654388427734,8350,-4.1709945445040022,8350,2043.9688487702408,8350,90,8350,3.238,8350,15,8350,14,8350,42,8350,185
8360,4.5960596784830286E-06,8360,-0.99761565794854912,8360,0.00056165825843811036,8360,86.750704805731786,8360,0,8360,86.75,8360,0.00056,8360,-0.00171,8360,-4.9776,8360,26.7648,8360,0,8360,0,8360,0.0067806243896484375,8360,86.764698028564453,8360,-4.1709924070817026,8360,2043.9639578988401,8360,90,8360,3.248,8360,15,8360,14,8360,42,8360,195
8370,2.0888937457778696E-05,8370,-0.99803651426622753,8370,0.00056182923507690425,8370,86.740708482241629,8370,0,8370,86.74,8370,0.00056,8370,-0.00171,8370,-4.2432,8370,27.0912,8370,0,8370,0,8370,0.006866455078125,8370,86.754741668701172,8370,-4.1709913207278353,8370,2043.9537997722584,8370,90,8370,3.258,8370,15,8370,14,8370,42,8370,205
8380,-1.541756797783809E-05,8380,-0.99760312023572317,8380,0.00056148728179931636,8380,86.730722248792659,8380,0,8380,86.73,8380,0.00056,8380,-0.00172,8380,-4.9776,8380,27.1728,8380,0,8380,0,8380,0.0069522857666015625,8380,86.744785308837891,8380,-4.1709924893426065,8380,2043.9393387684891,8380,90,8380,3.268,8380,15,8380,14,8380,42,8380,215
8390,4.1553232787229483E-06,8390,-0.99863895448181239,8390,0.00056165825843811036,8390,86.720712072873127,8390,0,8390,86.72,8390,0.00056,8390,-0.00171,8390,-4.488,8390,27.0096,8390,0,8390,0,8390,0.006866455078125,8390,86.734828948974609,8390,-4.1709978327743977,8390,2043.9220002689917,8390,90,8390,3.278,8390,15,8390,14,8390,42,8390,225
8400,-2.72296873227508E-05,8400,-0.99811097187195541,8400,0.00056131630516052247,8400,86.710718485665325,8400,0,8400,86.71,8400,0.00056,8400,-0.00171,8400,-4.3248,8400,27.825599999999998,8400,0,8400,0,8400,0.0067806243896484375,8400,86.724872589111328,8400,-4.17100723728812,8400,2043.9030938764515,8400,90,8400,3.288,8400,15,8400,14,8400,42,8400,235
8410,4.1133461699291457E-05,8410,-0.9981441799525268,8410,0.00056200021171569825,8410,86.700720623016366,8410,0,8410,86.7,8410,0.00056,8410,-0.00171,8410,-4.9776,8410,27.662399999999998,8410,0,8410,0,8410,0.006694793701171875,8410,86.715173721313477,8410,-4.1710191084197072,8410,2043.8836286814303,8410,90,8410,3.298,8410,15,8410,14,8410,42,8410,245
8420,2.7814034066493825E-06,8420,-0.99906392553471712,8420,0.00056165825843811036,8420,86.690709078955649,8420,0,8420,86.69,8420,0.00056,8420,-0.0017,8420,-4.6512,8420,26.928,8420,0,8420,0,8420,0.006694793701171875,8420,86.705131530761719,8420,-4.1710305530576832,8420,2043.8646630471671,8420,90,8420,3.308,8420,15,8420,14,8420,42,8420,255
8430,-1.3877817366858898E-05,8430,-0.998486296346044,8430,0.00056148728179931636,8430,86.680710703253752,8430,0,8430,86.68,8430,0.00056,8430,-0.00171,8430,-4.4064,8430,27.254399999999997,8430,0,8430,0,8430,0.006866455078125,8430,86.695003509521484,8430,-4.1710430692869913,8430,2043.8468830220536,8430,90,8430,3.318,8430,15,8430,14,8430,42,8430,265
8440,-1.0301480815502971E-05,8440,-0.99850300697586936,8440,0.00056148728179931636,8440,86.670707710075391,8440,0,8440,86.67,8440,0.00056,8440,-0.0017,8440,-4.8144,8440,27.1728,8440,0,8440,0,8440,0.0066089630126953125,8440,86.68513298034668,8440,-4.1710572657984164,8440,2043.830424930039,8440,90,8440,3.328,8440,15,8440,14,8440,42,8440,275
8450,8.5174399078957873E-06,8450,-0.99733216964725213,8450,0.00056165825843811036,8450,86.660724212908747,8450,0,8450,86.66,8450,0.00056,8450,-0.00172,8450,-4.08,8450,27.1728,8450,0,8450,0,8450,0.0069522857666015625,8450,86.6751766204834,8450,-4.1710704944785126,8450,2043.8153299014662,8450,90,8450,3.338,8450,15,8450,14,8450,42,8450,285
8460,-4.083275281993873E-05,8460,-0.99721940814138477,8460,0.00056114532852172847,8460,86.650738492512716,8460,0,8460,86.65,8460,0.00056,8460,-0.00173,8460,-5.1408000000000005,8460,27.662399999999998,8460,0,8460,0,8460,0.0067806243896484375,8460,86.665477752685547,8460,-4.1710793220309572,8460,2043.8019741912262,8460,90,8460,3.348,8460,15,8460,14,8460,42,8460,295
8470,-2.1369248515026179E-05,8470,-0.99714207697140123,8470,0.00056131630516052247,8470,86.640754824328425,8470,0,8470,86.64,8470,0.00056,8470,-0.00175,8470,-4.2432,8470,27.662399999999998,8470,0,8470,0,8470,0.006866455078125,8470,86.655435562133789,8470,-4.1710833604256266,8470,2043.7916223904456,8470,90,8470,3.358,8470,15,8470,14,8470,42,8470,305
8480,-1.9206652279472523E-05,8480,-0.99764798059694837,8480,0.00056131630516052247,8480,86.630763460350039,8480,0,8480,86.63,8480,0.00056,8480,-0.00176,8480,-4.7328,8480,26.928,8480,0,8480,0,8480,0.007038116455078125,8480,86.645565032958984,8480,-4.1710810959633857,8480,2043.7860798017043,8480,90,8480,3.368,8480,15,8480,14,8480,42,8480,315
8490,1.4445932229379335E-05,8490,-0.99968550527903022,8490,0.00056165825843811036,8490,86.620744562530518,8490,0,8490,86.62,8490,0.00056,8490,-0.00175,8490,-4.6512,8490,27.1728,8490,0,8490,0,8490,0.0069522857666015625,8490,86.635351181030273,8490,-4.1710703785937771,8490,2043.787237580211,8490,90,8490,3.378,8490,15,8490,14,8490,42,8490,325
8500,5.5220238232463447E-06,8500,-1.0002352069416465,8500,0.00056165825843811036,8500,86.610724809622766,8500,0,8500,86.61,8500,0.00056,8500,-0.00173,8500,-4.8144,8500,27.1728,8500,0,8500,0,8500,0.0066089630126953125,8500,86.625394821166992,8500,-4.17104935416981,8500,2043.7960619771682,8500,90,8500,3.388,8500,15,8500,14,8500,42,8500,335
8510,3.9664091207652942E-06,8510,-1.0013372781897629,8510,0.00056165825843811036,8510,86.6006929144621,8510,0,8510,86.6,8510,0.00056,8510,-0.0017,8510,-4.7328,8510,26.928,8510,0,8510,0,8510,0.006866455078125,8510,86.615438461303711,8510,-4.1710220441920569,8510,2043.8115883481821,8510,90,8510,3.398,8510,15,8510,14,8510,42,8510,345
8520,-7.0941669549125009E-06,8520,-1.0000989233909186,8520,0.00056148728179931636,8520,86.590683935666092,8520,0,8520,86.59,8520,0.00056,8520,-0.00169,8520,-4.896,8520,27.662399999999998,8520,0,8520,0,8520,0.006866455078125,8520,86.605653762817383,8520,-4.1709930849053887,8520,2043.8312812572119,8520,90,8520,3.408,8520,15,8520,14,8520,42,8520,355
8530,1.0351121205696053E-05,8530,-0.99874084925799522,8530,0.00056165825843811036,8530,86.580693597793584,8530,0,8530,86.58,8530,0.00056,8530,-0.0017,8530,-4.9776,8530,27.254399999999997,8530,0,8530,0,8530,0.0067806243896484375,8530,86.595182418823242,8530,-4.1709626666437787,8530,2043.8515958205437,8530,90,8530,3.418,8530,15,8530,14,8530,42,8530,365
8540,1.1714486083541714E-05,8540,-0.998381811030302,8540,0.00056165825843811036,8540,86.570701720762258,8540,0,8540,86.57,8540,0.00056,8540,-0.00171,8540,-4.488,8540,26.7648,8540,0,8540,0,8540,0.006866455078125,8540,86.585226058959961,8540,-4.170930606137496,8540,2043.8698140948904,8540,90,8540,3.428,8540,15,8540,14,8540,42,8540,375
8550,-2.2951912847742036E-06,8550,-0.99831257403129947,8550,0.00056148728179931636,8550,86.560706423378,8550,0,8550,86.56,8550,0.00056,8550,-0.00171,8550,-5.1408000000000005,8550,26.8464,8550,0,8550,0,8550,0.0066089630126953125,8550,86.575355529785156,8550,-4.1708963885365131,8550,2043.8845312952908,8550,90,8550,3.438,8550,15,8550,14,8550,42,8550,385
8560,-4.5866436986559137E-06,8560,-0.99865160868523883,8560,0.00056148728179931636,8560,86.550705311393742,8560,0,8560,86.55,8560,0.00056,8560,-0.0017,8560,-4.4064,8560,26.8464,8560,0,8560,0,8560,0.00652313232421875,8560,86.565227508544922,8560,-4.17085854080472,8560,2043.8951658584288,8560,90,8560,3.448,8560,15,8560,14,8560,42,8560,395
8570,-5.23159394712955E-06,8570,-0.997860973150267,8570,0.00056148728179931636,8570,86.540711211133015,8570,0,8570,86.54,8570,0.00056,8570,-0.0017,8570,-4.3248,8570,27.1728,8570,0,8570,0,8570,0.006866455078125,8570,86.555185317993164,8570,-4.1708181949003809,8570,2043.9015480453045,8570,90,8570,3.458,8570,15,8570,14,8570,42,8570,405
8580,-8.6443975575887253E-07,8580,-0.99690020788681988,8580,0.00056148728179931636,8580,86.530734212636958,8580,0,8580,86.53,8580,0.00056,8580,-0.00173,8580,-4.8144,8580,27.825599999999998,8580,0,8580,0,8580,0.006694793701171875,8580,86.545400619506836,8580,-4.1707759936098823,8580,2043.9035859196617,8580,90,8580,3.468,8580,15,8580,14,8580,42,8580,415
8590,-2.7685768750326249E-06,8590,-0.9971954699631943,8590,0.00056148728179931636,8590,86.520744558835034,8590,0,8590,86.52,8590,0.00056,8590,-0.00174,8590,-4.7328,8590,27.744,8590,0,8590,0,8590,0.006866455078125,8590,86.535358428955078,8590,-4.1707309717973233,8590,2043.902315170812,8590,90,8590,3.478,8590,15,8590,14,8590,42,8590,425
8600,1.1844072441219509E-05,8600,-0.99771315858553822,8600,0.00056165825843811036,8600,86.510749603486062,8600,0,8600,86.51,8600,0.00056,8600,-0.00174,8600,-4.08,8600,27.1728,8600,0,8600,0,8600,0.0069522857666015625,8600,86.5254020690918,8600,-4.1706834872641911,8600,2043.8996496570953,8600,90,8600,3.488,8600,15,8600,14,8600,42,8600,435
8610,-2.606620849293991E-06,8610,-0.99833494215350749,8610,0.00056148728179931636,8610,86.500746952343,8610,0,8610,86.5,8610,0.00056,8610,-0.00174,8610,-4.6512,8610,27.254399999999997,8610,0,8610,0,8610,0.007038116455078125,8610,86.515531539916992,8610,-4.1706361201490836,8610,2043.8975969103353,8610,90,8610,3.498,8610,15,8610,14,8610,42,8610,445
8620,-3.7010293636899775E-06,8620,-0.998283216089875,8620,0.00056148728179931636,8620,86.490746182394034,8620,0,8620,86.49,8620,0.00056,8620,-0.00174,8620,-4.488,8620,27.254399999999997,8620,0,8620,0,8620,0.0069522857666015625,8620,86.505489349365234,8620,-4.1705897641145375,8620,2043.8976730079667,8620,90,8620,3.508,8620,15,8620,14,8620,42,8620,455
8630,2.7188352579609353E-05,8630,-0.99828661684566711,8630,0.00056182923507690425,8630,86.480748832798014,8630,0,8630,86.48,8630,0.00056,8630,-0.00174,8630,-4.488,8630,27.1728,8630,0,8630,0,8630,0.007038116455078125,8630,86.495532989501953,8630,-4.1705452685142514,8630,2043.900687835142,8630,90,8630,3.518,8630,15,8630,14,8630,42,8630,465
8640,-1.9780725893540743E-06,8640,-0.99864981948301013,8640,0.00056148728179931636,8640,86.470742932319652,8640,0,8640,86.47,8640,0.00056,8640,-0.00174,8640,-4.7328,8640,27.5808,8640,0,8640,0,8640,0.0069522857666015625,8640,86.485319137573242,8640,-4.1705028853458632,8640,2043.9071857697918,8640,90,8640,3.528,8640,15,8640,14,8640,42,8640,475
8650,-3.0992195701240468E-05,8650,-0.99784418458411828,8650,0.00056114532852172847,8650,86.460757724976546,8650,0,8650,86.46,8650,0.00056,8650,-0.00176,8650,-4.08,8650,27.499200000000002,8650,0,8650,0,8650,0.0067806243896484375,8650,86.475620269775391,8650,-4.1704616060295043,8650,2043.9172762186386,8650,90,8650,3.538,8650,15,8650,14,8650,42,8650,485
8660,1.6595883965136962E-05,8660,-0.99823587030731131,8660,0.00056165825843811036,8660,86.450760546398172,8660,0,8660,86.45,8660,0.00056,8660,-0.00176,8660,-5.1408000000000005,8660,27.0912,8660,0,8660,0,8660,0.0067806243896484375,8660,86.46489143371582,8660,-4.1704195726448523,8660,2043.931150160726,8660,90,8660,3.548,8660,15,8660,14,8660,42,8660,495
8670,-1.1590676937318828E-05,8670,-0.999365544545899,8670,0.00056131630516052247,8670,86.440750712513932,8670,0,8670,86.44,8670,0.00056,8670,-0.00176,8670,-4.9776,8670,26.928,8670,0,8670,0,8670,0.006866455078125,8670,86.455192565917969,8670,-4.1703769157412722,8670,2043.9492202146153,8670,90,8670,3.558,8670,15,8670,14,8670,42,8670,505
8680,-1.0890045987000394E-05,8680,-1.0004644205123761,8680,0.00056131630516052247,8680,86.430727881288533,8680,0,8680,86.43,8680,0.00056,8680,-0.00173,8680,-4.08,8680,26.8464,8680,0,8680,0,8680,0.0067806243896484375,8680,86.445064544677734,8680,-4.1703318797721343,8680,2043.97147561298,8680,90,8680,3.568,8680,15,8680,14,8680,42,8680,516
8690,1.8998266628928842E-05,8690,-1.0010759492161794,8690,0.00056165825843811036,8690,86.420698380374915,8690,0,8690,86.42,8690,0.00056,8690,-0.0017,8690,-4.08,8690,27.0912,8690,0,8690,0,8690,0.0069522857666015625,8690,86.435108184814453,8690,-4.1702832230906894,8690,2043.9966375268712,8690,90,8690,3.578,8690,15,8690,14,8690,42,8690,526
8700,-1.2175807017397025E-05,8700,-0.99956341572061191,8700,0.00056131630516052247,8700,86.410698465514187,8700,0,8700,86.41,8700,0.00056,8700,-0.0017,8700,-4.2432,8700,27.4176,8700,0,8700,0,8700,0.007038116455078125,8700,86.425237655639648,8700,-4.17023119901711,8700,2044.0218994259381,8700,90,8700,3.588,8700,15,8700,14,8700,42,8700,536
8710,3.7991072295606143E-06,8710,-0.998876019337099,8710,0.00056148728179931636,8710,86.400701799988752,8710,0,8710,86.4,8710,0.00056,8710,-0.0017,8710,-4.9776,8710,27.499200000000002,8710,0,8710,0,8710,0.0067806243896484375,8710,86.415195465087891,8710,-4.1701764991147394,8710,2044.0441003747922,8710,90,8710,3.598,8710,15,8710,14,8710,42,8710,546
8720,4.5762754973780851E-06,8720,-0.99772958957667635,8720,0.00056148728179931636,8720,86.390721381139755,8720,0,8720,86.39,8720,0.00056,8720,-0.00173,8720,-4.7328,8720,27.0912,8720,0,8720,0,8720,0.0067806243896484375,8720,86.405410766601562,8720,-4.1701194834220292,8720,2044.0610977758843,8720,90,8720,3.608,8720,15,8720,14,8720,42,8720,556
8730,-3.0329685750753434E-05,8730,-0.99826738617297117,8730,0.00056114532852172847,8730,86.380724202561382,8730,0,8730,86.38,8730,0.00056,8730,-0.00172,8730,-4.4064,8730,26.601599999999998,8730,0,8730,0,8730,0.0071239471435546875,8730,86.395196914672852,8730,-4.1700611151620519,8730,2044.0721742039934,8730,90,8730,3.618,8730,15,8730,14,8730,42,8730,566
